form	lemma	POS	morph
སྟ་	སྟ་	OTHER
ལ་	ལ་	PART
བརྟགས་པ་	བརྟགས་པ་	VERB
ན་	ལ་	PART
།		PUNCT
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
འམ་	གམ་	PART
ལུས་སེམས་	ལུས་སེམས་	NOUN
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
མ་	མ་	PART
ཕྱེ་བ་	ཕྱེ་བ་	VERB
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཙམ་	ཙམ་	DET
གྱི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
མིངགིས་		NON_WORD
བཏགས་པ་	བཏགས་པ་	VERB
ལ་	ལ་	PART
མིལྟོས་པ་	མིལྟོས་པ་	NON_WORD
ར་	ལ་	PART
དང་པོ་	དང་པོ་	ADJ
ན་	ནས་	PART
ཚུགས་	ཚུགས་	VERB
ཐུབ་	ཐུབ་	VERB
ཏུ་	ལ་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
ང་	ང་	PRON
ཞིག་	ཅིག་	PART
ཡོད་པ་	ཡོད་པ་	VERB
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ང་	ང་	NOUN
འཛིན་	འཛིན་	VERB
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཀྱིས་	གིས་	PART
འཛིན་	འཛིན་	VERB
ཚུལ་	ཚུལ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
ཚིག་	ཚིག་	NOUN
གི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
འབྲངས་པ་	འབྲངས་པ་	VERB
འི་	གི་	PART
སྒྲ་སྤྱི་	སྒྲ་སྤྱི་	NO_POS
ཙམ་	ཙམ་	DET
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ར་	ལ་	PART
རྒྱུད་	རྒྱུད་	NOUN
སྟེང་	སྟེང་	NOUN
ནས་རྗེན་	ནས་རྗེན་	NO_POS
ཆ་	ཆ་	NOUN
ར་	ལ་	PART
གྱིས་	གིས་	PART
ངོས་ཟིན་པ་	ངོས་ཟིན་པ་	NO_POS
ར་	ལ་	PART
བྱ་	བྱ་	VERB
བཞི་	བཞི་	NUM
།		PUNCT
དགག་བྱ་	དགག་བྱ་	VERB
འི་	གི་	PART
སྣང་ཚུལ་	སྣང་ཚུལ་	VERB
ངེས་པ་	ངེས་པ་	VERB
འི་	གི་	PART
གནད་	གནད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
བཟུང་བ་	བཟུང་བ་	VERB
ལྟ་	ལྟ་	OTHER
གྱི་	གི་	PART
ང་	ང་	PRON
དེ་	སྟེ་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
གཅིག་	གཅིག་	NUM
དང་	དང་	NO_POS
ཐ་	ཐ་	NOUN
དདགང་		NON_WORD
རུང་	རུང་	SCONJ
ལསགཞན་		NON_WORD
དུ་	ལ་	PART
གྲུབ་	གྲུབ་	VERB
ཚུལ་	ཚུལ་	NOUN
གཏནནས་		NON_WORD
མིསྲིད་པ་	མིསྲིད་པ་	NON_WORD
ར་	ལ་	PART
ཐག་	ཐག་	VERB
བཅད་པ་	བཅད་པ་	VERB
ཁྱབ་པ་	ཁྱབ་པ་	VERB
ངེས་པ་	ངེས་པ་	VERB
འི་	གི་	PART
གནད་	གནད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
བཟུང་བ་	བཟུང་བ་	VERB
ལྟ་	ལྟ་	OTHER
གྱི་	གི་	PART
		
ང་	ང་	PRON
དེ་	སྟེ་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
ཡོད་	ཡོད་	VERB
ན་	ལ་	PART
།		PUNCT
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
ཡོད་པ་	ཡོད་པ་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
བདག་	བདག་	PRON
ཀྱང་	ཀྱང་	PART
རྒྱུང་		NON_WORD
ཐ་དད་པ་	ཐ་དད་པ་	ADJ
ལྔ་	ལྔ་	NUM
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
འམ་	གམ་	PART
།		PUNCT
ང་	ང་	PRON
གཅིག་	གཅིག་	NUM
ཡིན་པ་	ཡིན་པ་	AUX
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
ཡང་	ཀྱང་	PART
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཉེ་བ་		
བླང་	བླང་	NO_POS
བྱ་	བྱ་	VERB
དང་ལེན་པ་	དང་ལེན་པ་	NO_POS
ལྷ་	ལྷ་	NOUN
།་		PUNCT
ཡང་	ཀྱང་	PART
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ས་	གིས་	PART
བྱ་	བྱ་	VERB
བྱེད་	བྱེད་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
ཐལ་བ་	ཐལ་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཕུང་པོ་	ཕུང་པོ་	NOUN
སྐྱེ་	སྐྱེ་	NOUN
འཇིག་	འཇིག་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
ང་	ང་	PRON
ཡང་	ཀྱང་	PART
སྐྱེའཇིག་		NON_WORD
བྱེདདགོས་		NON_WORD
ལ་	ལ་	PART
།		PUNCT
དེ་	སྟེ་	PART
ལྟརན་		NON_WORD
བདག་	བདག་	PRON
སྐད་	སྐད་	NOUN
ཐིག་	ཐིག་	NOUN
སྔཕྱིཤེ་		NON_WORD
རྣམས་	རྣམས་	DET
བདེན་གྲུབ་	བདེན་གྲུབ་	NO_POS
ཀྱིས་	གིས་	PART
ཐ་དད་	ཐ་དད་	ADJ
དུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ས་	གིས་	PART
ལས་མ་	ལས་མ་	NO_POS
བྱས་པ་	བྱས་པ་	VERB
དང་	དང་	NO_POS
འཕྲད་	འཕྲད་	VERB
པདང་		NON_WORD
།		PUNCT
བྱས་པ་	བྱས་པ་	VERB
ཆུད་	ཆུད་	VERB
ཟ་བ་	ཟ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྐྱེ་བ་	སྐྱེ་བ་	VERB
དྲན་པ་	དྲན་པ་	VERB
ཅི་	ཅི་	NO_POS
།		PUNCT
འཐད་པ་	འཐད་པ་	VERB
སོགས་	སོགས་	DET
སུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ས་	གིས་	PART
།		PUNCT
བདག་	བདག་	PRON
ཕུང་	ཕུང་	VERB
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
མ་	མ་	PART
གྲུབ་	གྲུབ་	VERB
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
ངེས་པ་	ངེས་པ་	VERB
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
གཐིག་		NON_WORD
བྲལ་	བྲལ་	VERB
ངེས་པ་	ངེས་པ་	VERB
འི་	གི་	PART
གནད་	གནད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
བཟུང་བ་	བཟུང་བ་	VERB
ལྟ་	ལྟ་	OTHER
གྱི་	གི་	PART
ང་	ང་	PRON
དེ་	སྟེ་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
ཐ་དད་	ཐ་དད་	ADJ
དུ་	ལ་	PART
གྲུབ་	གྲུབ་	VERB
ན་	ལ་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
ལྷ་	ལྷ་	NOUN
།་		PUNCT
ལྷ་	ལྷ་	NOUN
།		PUNCT
ར་	ར་	ADP
བསལ་བ་	བསལ་བ་	VERB
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
ང་	ང་	PRON
འོ་	གོ་	PART
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
སུ་	ལ་	PART
བསྟན་	བསྟན་	VERB
རྒྱུ་	རྒྱུ་	NOUN
སྐུ་	སྐུ་	NOUN
ད་	ད་	ADV
དབོ་	དབོ་	NO_POS
།		PUNCT
ས་པ་	ས་པ་	NOUN
ལ་	ལ་	PART
དེ་ལྟ་	དེ་ལྟ་	NO_POS
མི་	མི་	PART
འདུག་པ་	འདུག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བདག་	བདག་	PRON
ལ་	ལ་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
སྐྱེ་	སྐྱེ་	NOUN
འཇིག་	འཇིག་	VERB
ལྷ་	ལྷ་	NOUN
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
མེད་པ་	མེད་པ་	VERB
ས་	གིས་	PART
འཆིང་བོ་	འཆིང་བོ་	NO_POS
ལ་	ལ་	PART
སྐུ་	སྐུ་	NOUN
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
ཀྱི་	གི་	PART
བྱ་	བྱ་	VERB
བྱེད་	བྱེད་	VERB
གང་ཡང་	གང་ཡང་	NO_POS
མི་	མི་	PART
འཐད་པ་	འཐད་པ་	VERB
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ལྷ་	ལྷ་	NOUN
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
ཀྱི་	གི་	PART
རིགས་པ་	རིགས་པ་	VERB
ས་	གིས་	PART
བདག་	བདག་	PRON
ཕུང་	ཕུང་	VERB
བདེན་པ་	བདེན་པ་	VERB
འི་	གི་	PART
ཐ་དད་	ཐ་དད་	ADJ
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
མ་	མ་	PART
གྲུབ་	གྲུབ་	VERB
སྙམ་པ་	སྙམ་པ་	VERB
འི་	གི་	PART
ངེས་པ་	ངེས་པ་	VERB
བསྐྱེད་	བསྐྱེད་	VERB
བདུ་		NON_WORD
བྲལ་	བྲལ་	VERB
ངེས་པ་	ངེས་པ་	VERB
འི་	གི་	PART
གནད་	གནད་	NOUN
དེ་	སྟེ་	PART
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
ང་	ང་	NOUN
འཛིན་	འཛིན་	VERB
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཀྱིས་	གིས་	PART
བཟུང་བ་	བཟུང་བ་	VERB
ལྟ་	ལྟ་	OTHER
གྱི་	གི་	PART
ང་	ང་	PRON
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
ངེས་པ་	ངེས་པ་	VERB
ན་	ལ་	PART
ངེས་ཤེས་	ངེས་ཤེས་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱི་	གི་	PART
རྒྱུན་	རྒྱུན་	NOUN
		
བྱིང་	བྱིང་	NO_POS
སྙད་	སྙད་	NO_POS
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
ར་	ལ་	PART
རྩེགཅིག་		NON_WORD
ཏུ་	ལ་	PART
སྐྱོང་	སྐྱོང་	VERB
ཞིང་	ཅིང་	PART
ངེས་ཤེས་	ངེས་ཤེས་	NOUN
ཀྱི་	གི་	PART
ཤུགས་	ཤུགས་	NOUN
ཞན་	ཞན་	PROPN
དུ་	ལ་	PART
སོངན་		NON_WORD
སྔར་ལྟར་	སྔར་ལྟར་	NO_POS
རིགས་པ་	རིགས་པ་	VERB
ས་	གིས་	PART
དཔྱད་པ་	དཔྱད་པ་	VERB
བྱ་	བྱ་	VERB
ན་	ནས་	PART
ངེས་ཤེས་	ངེས་ཤེས་	NOUN
སོར་ཆུད་པ་	སོར་ཆུད་པ་	NO_POS
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཧ་ཅང་	ཧ་ཅང་	ADV
དཔྱད་སྒོམ་	དཔྱད་སྒོམ་	OTHER
མང་བ་	མང་བ་	VERB
ས་	གིས་	PART
གནས་ཆ་	གནས་ཆ་	NO_POS
ཆུངདུ་		NON_WORD
སོང་	སོང་	VERB
ན་	ལ་	PART
འཇོག་	འཇོག་	VERB
ཅ་	ཅ་	OTHER
ས་	གིས་	PART
གྱིསགནས་		NON_WORD
ཆ་	ཆ་	NOUN
སོ་	སོ་	PART
ར་	ལ་	PART
གཞུག་	གཞུག་	VERB
པའིདཔྱད་		NON_WORD
འཇོག་	འཇོག་	VERB
སྤེལ་མ་	སྤེལ་མ་	NO_POS
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
ཅིང་	ཅིང་	PART
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཡང་ཡང་	ཡང་ཡང་	NO_POS
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
ངེས་	ངེས་	VERB
ངོ་	ངོ་	PART
ར་	ལ་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ངེས་ཤེས་	ངེས་ཤེས་	NOUN
དམ་	གམ་	PART
སྤྲིང་	སྤྲིང་	NO_POS
ངེ་བ་	ངེ་བ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
སྣང་ངོ་	སྣང་ངོ་	NOUN
ར་	ལ་	PART
དགག་བྱ་	དགག་བྱ་	VERB
བཀག་	བཀག་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
སྟོང་	སྟོང་	NUM
སང་	སང་	ADV
ངེ་བ་	ངེ་བ་	NO_POS
འི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
གཉིས་	གཉིས་	NUM
ལྡན་	ལྡན་	VERB
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
རྩེགཅིག་		NON_WORD
ཏུ་	ལ་	PART
སྐྱོང་བ་	སྐྱོང་བ་	VERB
མཉམ་	མཉམ་	VERB
བཞ་		NON_WORD
ག་	ག་	PRON
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལྟ་	ལྟ་	NOUN
བུལིསྐྱོང་		NON_WORD
ཚུལ་	ཚུལ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེལིསྟོབས་		NON_WORD
ཀྱིས་	གིས་	PART
རྗེས་ཐོབ་	རྗེས་ཐོབ་	NOUN
ཏུ་	ལ་	PART
གང་	གང་	NO_POS
ཤ་	ཤ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྣང་	སྣང་	VERB
ཡང་	ཀྱང་	PART
བདེན་པ་	བདེན་པ་	VERB
ར་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
རྣམ་	རྣམ་	NOUN
རོལ་	རོལ་	VERB
ཏུ་	ལ་	PART
འཆར་བ་	འཆར་བ་	VERB
ལ་	ལ་	PART
བསླབ་པ་	བསླབ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱེད་	བྱེད་	VERB
ནུས་པ་	ནུས་པ་	VERB
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
ལྷས་བྱིན་	ལྷས་བྱིན་	PROPN
གྱིས་	གིས་	PART
བརླབ་	བརླབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
གང་ཟག་	གང་ཟག་	NOUN
གི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
དཔྱད་པ་	དཔྱད་པ་	VERB
བྱེད་ཚུལ་	བྱེད་ཚུལ་	VERB
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
རང་	རང་	PRON
གི་	གི་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
སོགས་	སོགས་	DET
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
ཅད་		NON_WORD
བཅུད་	བཅུད་	NOUN
ཀྱིས་	གིས་	PART
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
འདུ་	འདུ་	VERB
བྱསདང་		NON_WORD
འདུས་མ་བྱས་	འདུས་མ་བྱས་	NO_POS
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
རང་རང་	རང་རང་	NO_POS
གི་	གི་	PART
ཆ་ཤས་	ཆ་ཤས་	NOUN
ཆོགས་	ཆོགས་	NOUN
ཙམ་	ཙམ་	DET
གྱི་	གི་	PART
སྟེང་	སྟེང་	NOUN
ན་	ནས་	PART
ཚུགས་	ཚུགས་	VERB
ཐུབ་	ཐུབ་	VERB
ཏུ་	ལ་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
བདེན་པ་	བདེན་པ་	VERB
ར་	ལ་	PART
འཛིན་	འཛིན་	VERB
ཚུལ་	ཚུལ་	NOUN
ངེས་པ་	ངེས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཆ་ཅན་	ཆ་ཅན་	NO_POS
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
རང་རང་	རང་རང་	NO_POS
གི་	གི་	PART
ཆ་ཤས་	ཆ་ཤས་	NOUN
རྣམས་	རྣམས་	DET
དངབཁིག་		NON_WORD
དང་	དང་	NO_POS
ཐ་དད་	ཐ་དད་	ADJ
གང་རུང་	གང་རུང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གཞན་	གཞན་	DET
དུ་	ལ་	PART
གྲུབ་	གྲུབ་	VERB
ཚུལ་	ཚུལ་	NOUN
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
གཅིག་	གཅིག་	NUM
བཅོག་		NON_WORD
		
ཏུ་	ལ་	PART
སྐྲུ་	སྐྲུ་	NO_POS
།་		PUNCT
